file,start_time,axis,rms,std,peak_to_peak,time_skew,time_kurtosis,band_energy_ratio,dominant_freq,spectral_centroid,peak_count,spectral_kurtosis,cluster,key,chatter_label
5mm325_cleaned.csv,33.991528125,Z,1.1610719120148543,1.1610718051189022,6.427758765152291,-0.022624614642131176,-0.005360412464366693,0.9993016985397788,96.0,110.13304649019095,5,75.84274079140847,0,5mm325_cleaned.csv_33.991528125_Z,0
5mm325_cleaned.csv,34.991275469,X,1.6080394443489485,1.6080393039454672,7.264296212661185,-0.018940943929848107,-0.4780111623242571,0.9997449990654994,96.0,110.9788852858048,4,97.74506230957773,0,5mm325_cleaned.csv_34.991275469_X,0
5mm325_cleaned.csv,34.991275469,Y,1.1046593365227206,1.1046593361646517,5.066952811052573,-0.12821212186871128,-0.6604237840342098,0.9980271836316232,96.0,111.36535655026125,6,67.63682495898237,0,5mm325_cleaned.csv_34.991275469_Y,0
5mm325_cleaned.csv,34.991275469,Z,1.3524429546020826,1.3524426720608624,6.485832200412625,-0.0020006949259597975,-0.003339606928912886,0.9996114241826191,96.0,106.88944332809551,4,86.53999708129587,0,5mm325_cleaned.csv_34.991275469_Z,0
5mm325_cleaned.csv,35.9910225,X,1.7154211642908324,1.7154206080871905,6.792771885011103,-0.01679481467947196,-1.0338759438815872,0.9995048448552897,96.0,113.40725804884454,3,136.51082815914225,0,5mm325_cleaned.csv_35.9910225_X,0
5mm325_cleaned.csv,35.9910225,Y,1.2103216914245951,1.2103213899674623,4.8791937276474115,-0.16575211051437333,-1.2682809274842592,0.9988285893139703,96.0,108.77841026640682,5,128.10696843771245,0,5mm325_cleaned.csv_35.9910225_Y,0
5mm325_cleaned.csv,35.9910225,Z,1.4303445026028048,1.430344409864664,6.391517412717528,0.03057320040748432,-0.9731747970295928,0.9997564879044175,96.0,108.38003410257384,3,130.49218931133103,0,5mm325_cleaned.csv_35.9910225_Z,0
5mm325_cleaned.csv,36.990769167,X,0.8094784256181349,0.8094781284477681,4.573505430343127,-0.024603411818297987,-0.2520293232647606,0.9978269774495128,103.0,111.75018032030677,6,30.776865919405324,0,5mm325_cleaned.csv_36.990769167_X,0
5mm325_cleaned.csv,36.990769167,Y,0.590072681658044,0.590068811943412,3.2581275149500586,-0.07159356258805194,0.051324122199941424,0.9923127748960108,103.0,113.3148854077741,8,38.223634269940064,1,5mm325_cleaned.csv_36.990769167_Y,1
5mm325_cleaned.csv,36.990769167,Z,0.48894529086484584,0.48893831375202335,3.4776795865350785,0.07491303655575435,2.0986470542978193,0.994858266649465,97.0,105.67726951683699,8,21.70734773585056,1,5mm325_cleaned.csv_36.990769167_Z,1
6mm420_cleaned.csv,0.0,X,0.3247089051975213,0.32470780631420737,1.9244826632168617,-0.021488755805029968,0.10451019492026647,0.9907489736414353,109.0,110.3524466515644,12,41.932600951034054,1,6mm420_cleaned.csv_0.0_X,1
6mm420_cleaned.csv,0.0,Y,0.2211497939465747,0.22114979173433855,1.224530521998019,-0.17724012440075565,-0.17803522299530794,0.9120130520993053,109.0,140.49812379805857,30,14.225845117961573,1,6mm420_cleaned.csv_0.0_Y,1
